,SMILES,False positives,True positives,FP - DVRL,TP - DVRL,Score - DVRL,FP - score,TP - score,Score - score,FP - filter,TP - filter,Score - filter
22,C=CCC(Nc1ccccc1)c1ccc(OC)c(OC)c1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,63.0,0.0,1.0,0.0
23,C=CCC1(C(=O)NCCO)CCN(C(=O)OC(C)(C)C)CC1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,84.0,0.0,1.0,0.0
24,C=CCN(CC(O)c1cccc([N+](=O)[O-])c1)C(C)CCc1ccccc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,78.0,0.0,1.0,0.0
25,C=CCN(CC=C)C(=O)CCC(=O)N(CC=C)CC=C,1.0,0.0,1.0,1.0,1.0,0.0,1.0,82.0,0.0,1.0,0.0
26,C=CCN1C(=O)C(Cc2ccc(OC)cc2)S/C1=N/N=C/c1ccco1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,57.0,0.0,1.0,0.0
27,C=CCN=C1NN=C(c2ccc3c(c2)OCCO3)CS1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,56.0,0.0,1.0,0.0
28,C=CCNC(=O)c1c(C(F)(F)F)nn(C)c1Cl,1.0,0.0,1.0,1.0,1.0,1.0,0.0,54.0,0.0,1.0,0.0
29,C=CCNC(=S)Nc1sc2c(c1C#N)CCCC2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,54.0,0.0,1.0,0.0
30,C=CCNc1cc(C)oc(=O)c1C(=O)CCC,1.0,0.0,1.0,1.0,1.0,0.0,0.0,68.0,0.0,1.0,0.0
31,C=CCNc1nnnc2c1sc1nc(N3CCOCC3)c3c(c12)CCCC3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,68.0,0.0,1.0,0.0
32,C=CCOc1ccc(/C=C/C(=O)OCC(=O)NCC2CCCCC2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,68.0,0.0,1.0,0.0
33,C=CCOc1ccc(/C=C2\SC(=S)N(CCC(=O)O)C2=O)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,55.0,1.0,-0.0,1.0
34,C=CCOc1ccc(C(c2c(C)n(C)n(-c3ccccc3)c2=O)c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,85.0,0.0,1.0,0.0
35,C=CCOc1ccn(C)c(=O)n1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,55.0,0.0,1.0,0.0
36,C=CCSC1=Nc2sccc2C2=NC(=O)CN12,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,0.0,1.0,0.0
37,C=CCSc1nc2ccccc2n1C(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,0.0
38,C=CCn1c(-c2cccc3ccccc23)n[nH]c1=S,1.0,0.0,1.0,1.0,1.0,0.0,0.0,73.0,0.0,1.0,0.0
39,C=CCn1c(=NC(=O)C2CC2)sc2cc(NC(C)=O)ccc21,1.0,0.0,1.0,1.0,1.0,0.0,0.0,55.0,0.0,1.0,0.0
40,C=CCn1c(C)cc(C(=O)COC(=O)CNC(=O)c2ccccc2)c1C,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,82.0,0.0,1.0,0.0
41,C=CCn1c(C)cc(C(=O)CSc2nnc(NC(C)C)s2)c1C,1.0,0.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
42,C=CCn1c(C)cc(C2=NNC(=NCC)SC2)c1C,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,78.0,0.0,1.0,0.0
43,C=CCn1c(C)nnc1SCC(=O)Nc1nc(C)c(C(=O)N(C)C)s1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,76.0,0.0,1.0,0.0
44,C=CCn1c2ccccc2c2nnc(SCC(=O)O)nc21,1.0,0.0,1.0,1.0,1.0,0.0,0.0,60.0,1.0,-0.0,1.0
45,CC(/C=C/c1ccc2c(c1)OCO2)=N/NC(=O)c1ccncc1,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,71.0,0.0,1.0,0.0
46,CC(/C=N/NC(=O)Cn1cnc2ccccc21)=C\c1ccccc1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0
47,CC(/C=N\NC(=O)c1cc(C)oc1C)=C\c1ccccc1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,52.0,0.0,1.0,0.0
48,CC(=N/O)/C(C)=N\NC(=O)c1ccccn1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,66.0,1.0,-0.0,1.0
49,CC(=NCCc1ccccc1)C1=C(O)CSC1=O,1.0,0.0,1.0,1.0,1.0,0.0,0.0,79.0,0.0,1.0,0.0
50,CC(=O)/C(=N\Nc1ccc(Cl)cc1)Sc1nnc(-c2ccccc2)n1-c1ccccc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,55.0,0.0,1.0,0.0
51,CC(=O)COc1ccccc1OC(=O)c1ccco1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.0,0.0,1.0,0.0
52,CC(=O)C[C@H]1c2cc(F)ccc2S(=O)(=O)N1c1ccc(N(C)C)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,62.0,1.0,-0.0,1.0
53,CC(=O)N(/N=C1\Sc2ccccc2C1=O)c1ccc(C)cc1C,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,86.0,1.0,-0.0,1.0
54,CC(=O)N(c1ccc2oc(=O)sc2c1)S(=O)(=O)c1ccc(C(=O)O)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,60.0,1.0,-0.0,1.0
55,CC(=O)N/C(=N\c1nc(C)cc(C)n1)Nc1ccc2ccccc2c1,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,51.0,0.0,1.0,0.0
56,CC(=O)NC(=S)Nc1cccc(S(=O)(=O)NC2=NCCC2)c1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,76.0,0.0,1.0,0.0
57,CC(=O)NC(c1ccc(C)cc1)c1cc(Cl)c2cccnc2c1O,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,83.0,1.0,-0.0,1.0
58,CC(=O)NCC1=C(NC(C)=O)C2CC1C(C)(C)C2C,1.0,0.0,1.0,1.0,1.0,1.0,0.0,53.0,0.0,1.0,0.0
59,CC(=O)NCCNC(=O)c1ccc(CSc2nc3ccccc3s2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
60,CC(=O)Nc1cc(C(=O)N(C)Cc2ccco2)ccc1Sc1ccc(C)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,81.0,0.0,1.0,0.0
61,CC(=O)Nc1cc[n+](C(C)C(=O)c2ccccc2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,68.0,0.0,1.0,0.0
62,CC(=O)Nc1ccc(-c2nnn(CC(=O)Nc3ccc4c(c3)OCO4)n2)cc1Cl,1.0,0.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
63,CC(=O)Nc1ccc(CN2CCC(CO)(CCOc3ccccc3)CC2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,56.0,0.0,1.0,0.0
64,CC(=O)Nc1ccc(Cc2ccncc2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,69.0,0.0,1.0,0.0
65,CC(=O)Nc1ccc(NC(=O)CSc2cn(CC(=O)N3CCOCC3)c3ccccc23)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,69.0,0.0,1.0,0.0
66,CC(=O)Nc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCc3ccc4c(c3)OCO4)cc2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,62.0,0.0,1.0,0.0
67,CC(=O)Nc1ccc(SCC(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,57.0,0.0,1.0,0.0
68,CC(=O)Nc1cccc(NC(=O)CSc2nnc(Cc3cccn3C)n2-c2ccc(F)cc2)c1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,65.0,0.0,1.0,0.0
69,CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1[C@H](O)C[C@@]2(C)C3CC=C4C(CC[C@@H](O)C4(C)C)[C@]3(CO)C(=O)C[C@]12C,1.0,0.0,1.0,1.0,1.0,1.0,0.0,52.0,0.0,1.0,0.0
70,CC(=O)OC1(c2ccccc2)CCN(C)C2CCCCC21,1.0,0.0,1.0,1.0,1.0,1.0,0.0,52.0,0.0,1.0,0.0
71,CC(=O)OCC(=O)NCC(=O)c1c[nH]c2ccccc12,1.0,0.0,1.0,1.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0
72,CC(=O)OCCCNc1cc(Sc2ccc(C)cc2)c2nonc2c1[N+](=O)[O-],1.0,0.0,1.0,1.0,1.0,0.0,0.0,80.0,0.0,1.0,0.0
73,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,1.0,0.0,1.0,1.0,1.0,0.0,0.0,79.0,1.0,-0.0,1.0
74,CC(=O)c1c(-c2ccc(Cl)cc2Cl)noc1C,1.0,0.0,1.0,1.0,1.0,0.0,0.0,57.0,0.0,1.0,0.0
75,CC(=O)c1c(C)n(CCCOC(C)C)c2ccc(O)cc12,1.0,0.0,1.0,1.0,1.0,0.0,0.0,56.0,0.0,1.0,0.0
76,CC(=O)c1c(N2CCN(CCO)CC2)nc(=S)n(-c2ccccc2)c1C,1.0,0.0,1.0,1.0,1.0,0.0,0.0,64.0,0.0,1.0,0.0
77,CC(=O)c1ccc(NC(=O)C(C)n2nc(-c3ccccc3)c3cc(Cl)ccc32)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,67.0,0.0,1.0,0.0
78,CC(=O)c1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4cccnc34)CC2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,62.0,0.0,1.0,0.0
79,CC(=O)c1cccc(NC(=O)C2CC(=O)N(CCc3ccccc3)C2)c1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
80,CC(=O)c1cccc(NC(=O)CN2C(=S)NC(C)(C)CC2C)c1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,62.0,0.0,1.0,0.0
81,CC(=O)c1cn(CC(=O)Nc2ccccc2C)c2ccccc12,1.0,0.0,1.0,1.0,1.0,0.0,0.0,80.0,0.0,1.0,0.0
82,CC(=O)c1cnn(-c2c(Cl)cc(Cl)cc2Cl)c1C,1.0,0.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
83,CC(C(=O)NC1CC(C)(C)NC(C)(C)C1)c1ccc([N+](=O)[O-])cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
84,CC(C)(C)C(=O)/C=C/c1ccc(Oc2ccccc2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
85,CC(C)(C)C(=O)N1CCN(CCN2C(=O)c3cccc4cccc(c34)C2=O)CC1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,53.0,0.0,1.0,0.0
86,CC(C)(C)C(=O)NC(=S)NNC(=O)c1sc2ccccc2c1Cl,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,69.0,0.0,1.0,0.0
87,CC(C)(C)C(=O)Nc1ccc(-c2cc3cc(Cl)ccc3o2)cc1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,54.0,0.0,1.0,0.0
88,CC(C)(C)C(=O)Nc1ccc(N=Nc2ccccc2)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,78.0,1.0,-0.0,1.0
89,CC(C)(C)C(=O)OCc1nc(-c2ccc3c(c2)OCCO3)cs1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,52.0,0.0,1.0,0.0
90,CC(C)(C)C(CN1CCCC1)OC(=O)c1ccccc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,80.0,0.0,1.0,0.0
91,CC(C)(C)Cc1nnc(NS(=O)(=O)c2ccc(F)cc2)s1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,53.0,0.0,1.0,0.0
92,CC(C)(C)NC(=O)C1CC(=O)OC12CCOC(C)(C)C2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,58.0,0.0,1.0,0.0
93,CC(C)(C)NC(=O)c1c(F)c(F)c(F)c(F)c1F,1.0,0.0,1.0,1.0,1.0,0.0,0.0,72.0,0.0,1.0,0.0
94,CC(C)(C)NC(=O)c1cccc(NC(=O)Cc2cccs2)c1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,78.0,0.0,1.0,0.0
95,CC(C)(C)OC(=O)N1Cc2ccccc2C[C@H]1C(=O)NCC(=O)Nc1ccc2c(c1)OCCO2,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,64.0,0.0,1.0,0.0
96,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC1CCC(C(=O)N[C@@H](CC(=O)O)C(=O)O)CC1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,63.0,0.0,1.0,0.0
97,CC(C)(C)[C@H]1C=C(C(=O)Nc2ccccc2)O[C@@H](OCCCCO)C1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0
98,CC(C)(C)c1ccc(-c2cc(-c3ccccc3O)[nH]n2)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,72.0,0.0,1.0,0.0
99,CC(C)(C)c1ccc(-c2nnc3sc(-c4ccccn4)nn23)cc1,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,53.0,0.0,1.0,0.0
100,CC(C)(C)c1ccc(/C=C(\C#N)C(=O)Nc2ccccn2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
101,CC(C)(C)c1ccc(/C=C2\SC(=O)N(CCNC(=O)c3cccc(S(=O)(=O)N4CCOCC4)c3)C2=O)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,63.0,0.0,1.0,0.0
102,CC(C)(C)c1ccc(/C=N/N2C(=O)CSC2=S)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,77.0,1.0,-0.0,1.0
103,CC(C)(C)c1ccc(/C=N/Nc2cccc(C(=O)O)c2)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,57.0,0.0,1.0,0.0
104,CC(C)(C)c1ccc(C(=O)NC(=S)Nc2nc3c(s2)CCCC3)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
105,CC(C)(C)c1ccc(C(=O)NCCOc2ccccc2F)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,71.0,0.0,1.0,0.0
106,CC(C)(C)c1ccc(C(=O)Nc2ccc(CC(=O)O)cc2)o1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
107,CC(C)(C)c1ccc(C(=O)Nc2cccc3c(=O)[nH][nH]c(=O)c23)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0
108,CC(C)(C)c1ccc(Cn2c(=O)cnc3ccccc32)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,70.0,0.0,1.0,0.0
109,CC(C)(C)c1ccc2c(c1)OC(C(=O)N/N=C\c1ccc[nH]1)CO2,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,0.0
110,CC(C)(C)c1cnnn1-c1ccc(C(=O)CCl)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,57.0,0.0,1.0,0.0
111,CC(C)(C)c1nc(N2CCN(C(=O)c3ccco3)CC2)c2nnn(Cc3ccccc3)c2n1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,70.0,0.0,1.0,0.0
112,CC(C)(C)c1nn(-c2ccccc2)c2[nH]c(=O)c(CNc3ccc4c(c3)OCCO4)cc12,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,65.0,1.0,-0.0,1.0
113,CC(C)(C)n1cc(C(=O)c2ccc3ccccc3c2O)cn1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,72.0,0.0,1.0,0.0
114,CC(C)(C)n1ncc2c(=O)n(CC(=O)OCc3ccccc3)cnc21,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,73.0,0.0,1.0,0.0
115,CC(C)(NC(=O)c1cc(Cl)c2ccccc2c1O)C(=O)O,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,83.0,0.0,1.0,0.0
116,CC(C)=C1C2CCC1C1C(=O)N(c3ccc(C)c(C)c3)C(=O)C21,1.0,0.0,1.0,1.0,1.0,0.0,0.0,71.0,0.0,1.0,0.0
117,CC(C)C(=O)N1c2ccccc2NC2=C(C(=O)CCC2)C1c1ccc(N(C)C)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0
118,CC(C)CC(=O)NC(NC(=O)CC(C)C)c1cccc([N+](=O)[O-])c1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,70.0,0.0,1.0,0.0
119,CC(C)CC(C(=O)Nc1cccc(O)c1)N1C(=O)c2ccccc2C1=O,1.0,0.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
120,CC(C)CCN(C(=O)CNC(=O)c1cccs1)C(C(=O)NC1CCCCC1)c1cccnc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,70.0,0.0,1.0,0.0
121,CC(C)CCNC(=O)C1CCCN1C(=O)NC1CCCCC1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,72.0,0.0,1.0,0.0
122,CC(C)CCNC(=O)CN(C(=O)CCC(=O)Nc1nccs1)c1ccc2c(c1)OCCO2,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,62.0,0.0,1.0,0.0
123,CC(C)CCc1c(O)nc(SCC(=O)N2CCCCCC2)[nH]c1=O,1.0,0.0,1.0,1.0,1.0,0.0,0.0,74.0,0.0,1.0,0.0
124,CC(C)CN=C(NS(=O)(=O)c1ccccc1)C(Cl)(Cl)Cl,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,74.0,0.0,1.0,0.0
125,CC(C)CNC(=O)C1CCN(Cc2ccc(OCc3ccccc3)cc2)CC1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0
126,CC(C)CNS(=O)(=O)c1ccc(CCC(=O)N2CCOCC2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,73.0,0.0,1.0,0.0
127,CC(C)C[C@@H](CC#N)N1CCN(Cc2ccccc2)CCC1=O,1.0,0.0,1.0,1.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0
128,CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)O,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.0,0.0,1.0,0.0
129,CC(C)Cc1ccc(C#N)c(SCC(N)=O)n1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
130,CC(C)Cn1c(N2CCN(C(=O)/C=C/c3ccccc3)CC2)nc2ccccc21,1.0,0.0,1.0,1.0,1.0,0.0,0.0,65.0,0.0,1.0,0.0
131,CC(C)N1C(=O)CN(C2CCCCCC2)C(=O)C1c1ccccc1F,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,56.0,0.0,1.0,0.0
132,CC(C)N1CCC(N2CCN(C3CCCC3)CC2CCO)CC1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,56.0,0.0,1.0,0.0
133,CC(C)NC(=O)N(O)C1N(Cc2ccc3c(c2)OCO3)C(=S)SC1(C)C,1.0,0.0,1.0,1.0,1.0,0.0,0.0,58.0,0.0,1.0,0.0
134,CC(C)NS(=O)(=O)c1ccc(OCC(=O)N2CCCC2)c(Cl)c1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,53.0,0.0,1.0,0.0
135,CC(C)Nc1nnc(Sc2ccc(Cl)cc2[N+](=O)[O-])s1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,50.0,0.0,1.0,0.0
136,CC(C)OC(=O)Cn1c(=O)oc2ccccc21,1.0,0.0,1.0,1.0,1.0,1.0,0.0,52.0,0.0,1.0,0.0
137,CC(C)OC(=O)c1sc2nc(-c3ccccc3)ccc2c1N,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,67.0,0.0,1.0,0.0
138,CC(C)Oc1ccc(CNC(=S)N/N=C/c2ccc([N+](=O)[O-])cc2)cc1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,0.0,1.0,0.0
139,CC(C)Oc1cccc(C(=O)NC(=S)Nc2ccccc2)c1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0
140,CC(C)[C@H](NC(=O)Cc1ccccc1)C(=O)OCc1cc(=O)n2c(n1)sc1ccccc12,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,72.0,0.0,1.0,0.0
141,CC(C)c1ccc(NC(=O)CNC(=O)Cn2cnc3ccccc3c2=O)cc1,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,83.0,0.0,1.0,0.0
142,CC(C)c1ccc(NC(=O)N(CCc2nc3ccccc3[nH]2)C2CCCC2)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0
143,CC(C)c1ccc(NC(=O)Nc2cc3sccc3n2C)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,77.0,0.0,1.0,0.0
144,CC(C)c1ccc(NC2(C#N)C(=O)Nc3ccccc32)cc1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0
145,CC(C)c1ccc2oc(=O)cc(CN3CCCCC3)c2c1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,54.0,0.0,1.0,0.0
146,CC(C)c1ccccc1-n1c(-c2cccnc2)n[nH]c1=S,1.0,0.0,1.0,1.0,1.0,0.0,0.0,65.0,0.0,1.0,0.0
147,CC(C)c1nc(SCc2c(F)cccc2Cl)c2c(=O)n(C)c(=O)n(C)c2n1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,67.0,0.0,1.0,0.0
148,CC(C)c1nc2ccccc2c2nnc(SCC(=O)NCc3ccco3)n12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,0.0
149,CC(C)c1nnc(NC(=O)C2CCN(C(=O)c3ccco3)CC2)s1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,64.0,0.0,1.0,0.0
150,CC(C)c1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(F)cc3)ncc2Cl)s1,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,84.0,0.0,1.0,0.0
151,CC(C)c1onc(C(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)c1[N+](=O)[O-],-0.0,1.0,1.0,1.0,1.0,0.0,0.0,57.0,0.0,1.0,0.0
152,CC(C)n1cc(/C=N/Nc2ccc(C(=O)O)cc2)c2ccccc21,-0.0,1.0,1.0,1.0,1.0,0.0,1.0,82.0,1.0,-0.0,1.0
153,CC(C)n1cc(CN2CCCC(CNS(=O)(=O)c3cccc4cccnc34)C2)cn1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,66.0,0.0,1.0,0.0
154,CC(CCc1ccccc1)NC(=O)c1cccc([N+](=O)[O-])c1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,53.0,0.0,1.0,0.0
